case:concept:name,simulation_index,recommended_activity,recommended_resource,first_batch,match_recommendation,status
20191011866,1,Authorization Requested,00501,Authorization Requested / 00501,True,ok
20191011868,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191011869,1,Evaluating Request (WITH registered letter),00147,Authorization Requested / 00569,False,ok
20191011870,1,Evaluating Request (WITH registered letter),00147,Service closure Request with BO responsibility / BOC,False,ok
20191011873,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011878,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011881,1,Service closure Request with network responsibility,00767,Service closure Request with network responsibility / 00767,True,ok
20191011885,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011889,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191011890,1,Authorization Requested,00441,Authorization Requested / 00441,True,ok
20191011892,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191011901,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011909,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011918,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011922,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011926,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011931,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191011939,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011943,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011944,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011948,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011951,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011963,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011964,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191011968,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011976,1,Evaluating Request (WITH registered letter),00147,Service closure Request with BO responsibility / BOC,False,ok
20191011977,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011982,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191011983,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011984,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191011987,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191011989,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011995,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00624,True,ok
20191011996,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (WITH registered letter) / 00835,True,ok
20191011997,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00490,True,ok
20191011998,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00266,True,ok
20191011999,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00116,True,ok
20191012000,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / SB23,True,ok
20191012001,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (WITH registered letter) / 00844,True,ok
20191012002,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / SB10,True,ok
20191012006,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP | Pending Liquidation Request / BOC,True,ok
20191012013,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012017,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012018,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012025,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012027,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012030,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012033,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012037,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012040,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012049,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012055,1,Evaluating Request (WITH registered letter),00594,Service closure Request with BO responsibility / BOC,False,ok
20191012056,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012063,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / SDCTCC,True,ok
20191012066,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012071,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012072,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012073,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012077,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012084,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012093,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012095,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012096,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012100,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012107,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012113,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012116,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012117,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012119,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012121,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012125,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012126,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012128,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012131,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012132,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012135,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012136,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012141,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012142,1,Service closure Request with network responsibility,00767,Service closure Request with network responsibility / 00767,True,ok
20191012148,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012152,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012154,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012157,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012166,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012168,1,Authorization Requested,00501,Authorization Requested / 00501,True,ok
20191012175,1,Service closure Request with network responsibility,00767,Service closure Request with network responsibility / 00767,True,ok
20191012180,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOC,True,ok
20191012182,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012184,1,Authorization Requested,00501,Authorization Requested / 00501,True,ok
20191012185,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012193,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012195,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012203,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012210,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012216,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012218,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012221,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012225,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012226,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012235,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012251,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP | Pending Liquidation Request / BOC,True,ok
20191012255,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012261,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012263,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012273,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOC,True,ok
20191012276,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP | Pending Liquidation Request / BOC,True,ok
20191012283,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012285,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012293,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012294,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012302,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOC,True,ok
20191012303,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012305,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012307,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012313,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012315,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012317,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012318,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012326,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012336,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012338,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012341,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012349,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012350,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012354,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012357,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012359,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012361,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012370,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012372,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOCSER,True,ok
20191012378,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP | Pending Liquidation Request / BOC,True,ok
20191012379,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012381,1,Evaluating Request (WITH registered letter),00594,Authorization Requested / SB76,False,ok
20191012385,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012386,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012396,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012400,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012406,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012408,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012419,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012425,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012427,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191012428,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012434,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012453,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012456,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012464,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012468,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012473,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOC,True,ok
20191012474,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012475,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012476,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012477,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012479,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012482,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012485,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012486,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012487,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012490,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012498,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012510,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012511,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012521,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012522,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012525,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00118,True,ok
20191012526,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Request deleted / NotDef,True,ok
20191012527,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Request deleted / NotDef,True,ok
20191012528,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00347,True,ok
20191012529,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / NotDef,True,ok
20191012530,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00378,True,ok
20191012531,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Request deleted / NotDef,True,ok
20191012532,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00504,True,ok
20191012533,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Request deleted / NotDef,True,ok
20191012534,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00445,True,ok
20191012535,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / SB13,True,ok
20191012536,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00380,True,ok
20191012537,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / NotDef | Service closure Request with BO responsibility / 00854,True,ok
20191012538,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Request deleted / NotDef,True,ok
20191012539,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00053,True,ok
20191012540,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012542,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012547,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012548,1,Authorization Requested,00147,Authorization Requested / 00147,True,ok
20191012555,1,Evaluating Request (WITH registered letter),00594,Service closure Request with BO responsibility / BOC,False,ok
20191012560,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012569,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191012571,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012573,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012574,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012580,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012581,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012585,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012587,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012590,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012591,1,Service closure Request with BO responsibility,00849,Service closure Request with BO responsibility / 00849,True,ok
20191012595,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012599,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191012600,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012602,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012604,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012606,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012607,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012608,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012610,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012611,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012613,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012618,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012622,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012623,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012629,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012631,1,Service closure Request with BO responsibility,00852,Service closure Request with BO responsibility / 00852,True,ok
20191012636,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012638,1,Pending Request for Reservation Closure,BOC,Pending Liquidation Request / BOC,False,ok
20191012640,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012647,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012648,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012649,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012651,1,Pending Request for Reservation Closure,BOCCRF,Pending Request for Reservation Closure / BOCCRF,True,ok
20191012656,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012657,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012661,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012663,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012664,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012668,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012669,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012671,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012673,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012675,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012677,1,Evaluating Request (WITH registered letter),00147,Authorization Requested / 00574,False,ok
20191012683,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012685,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012687,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012692,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012698,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012700,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012708,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012711,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012714,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012720,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012723,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012726,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012730,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012732,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012733,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012737,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012739,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012746,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012747,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012748,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012749,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012751,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012752,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012753,1,Evaluating Request (WITH registered letter),00594,Service closure Request with BO responsibility / BOC,False,ok
20191012754,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012755,1,Service closure Request with BO responsibility,00844,Service closure Request with BO responsibility / 00844,True,ok
20191012758,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012759,1,Evaluating Request (WITH registered letter),00401,Authorization Requested / 00594,False,ok
20191012761,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012766,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012767,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012771,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012772,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012776,1,Authorization Requested,00147,Authorization Requested / 00147,True,ok
20191012779,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012780,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012781,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191012782,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012786,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012787,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012788,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012790,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012793,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012795,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012796,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012798,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012799,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012800,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191012801,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012802,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012807,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012810,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012812,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012816,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012817,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191012819,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012821,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191012822,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012834,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012839,1,Evaluating Request (WITH registered letter),00147,Authorization Requested / 00341,False,ok
20191012845,1,Pending Request for Reservation Closure,BOCCRF,Pending Request for Reservation Closure / BOCCRF,True,ok
20191012849,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012851,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012853,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012857,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012861,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012864,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012866,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012871,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012873,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012877,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012881,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012882,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012883,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012893,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012894,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012896,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012906,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012907,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012910,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
